txn_id,member_id,ts,amount,channel,product,counterparty,geo,narrative,branch,device_id
T100003486,M100148,2025-09-20 15:46:08,-256596.0,CASH,SAVINGS,Washington-Edwards,KE-NYR,Career hard front.,Nakuru,dev-erXWbc
T100003487,M100148,2025-03-20 10:54:49,206494.0,AGENT,CURRENT,"Williams, Tanner and Fernandez",KE-EDL,Property protect quickly place sit south.,Kisumu,dev-HIHbKO
T100003488,M100148,2025-05-13 16:07:22,768171.0,CARD,CURRENT,"Harris, Morris and Flores",KE-NKR,Data save level feel forget yeah.,Nairobi HQ,dev-mslICU
T100003489,M100148,2025-09-28 12:19:51,72151.0,TELLER,SAVINGS,"Reynolds, Long and Black",KE-NYR,Under wear meeting at phone Republican.,Nakuru,dev-xuMAnbaz
T100003490,M100148,2025-05-16 22:49:40,593136.0,CARD,FIXED,"Strong, Jones and Stephens",KE-NRB,Like either join line.,Thika,dev-VBaNevy
T100003491,M100148,2025-05-29 11:33:41,-165207.0,TELLER,MOBILE,Woodard LLC,KE-EDL,Sound whole election side share million.,Nakuru,dev-ccYZlJQR
T100003492,M100148,2025-02-11 01:50:18,-156671.0,AGENT,CURRENT,Green-Smith,KE-NYR,Head want source.,Kisumu,dev-bOGufTCm
T100003493,M100149,2025-04-19 08:16:40,-335135.0,CASH,MOBILE,Werner-Perez,KE-KSM,Both base ahead me clearly.,Nairobi HQ,dev-DaqpCp
T100003494,M100149,2025-03-29 19:41:02,276065.0,TELLER,LOAN,Moreno LLC,KE-THK,View generation it yeah energy theory.,Eldoret,dev-YhOalww
T100003495,M100149,2025-04-25 04:21:04,272937.0,CARD,FIXED,"Cortez, Mitchell and Adams",KE-THK,Large in yeah discuss apply.,Mombasa,dev-KycNuh
T100003496,M100149,2025-02-04 10:20:04,187464.0,CASH,FIXED,Ayala Group,KE-NYR,Well role according score.,Nakuru,dev-YaQUeb
T100003497,M100149,2025-04-30 05:20:40,-355963.0,CASH,FIXED,"Lee, Kim and Ware",KE-MSA,Network similar song her all entire.,Kisumu,dev-khyrtH
T100003498,M100149,2025-06-24 03:17:37,-356011.0,CARD,MOBILE,Frank and Sons,KE-NYR,Attack mission daughter.,Nairobi HQ,dev-NwsOdrk
T100003499,M100149,2025-02-18 17:39:33,-59132.0,CASH,SAVINGS,Smith PLC,KE-NKR,Of everyone audience raise wear.,Kisumu,dev-JjrANIuT
T100003500,M100149,2025-10-24 03:09:00,-306955.0,AGENT,LOAN,"Mayo, Chandler and Young",KE-NKR,Study however skill difference.,Kisumu,dev-aegaXW
T100003501,M100149,2025-05-28 12:41:12,-393959.0,AGENT,MOBILE,"Hensley, Griffith and Powers",KE-KSM,Eight environmental suffer.,Thika,dev-KiBEZH
T100003502,M100149,2025-03-16 07:21:57,-97749.0,TELLER,LOAN,Ewing Inc,KE-NYR,Sea herself that education.,Nakuru,dev-EOcqkRil
T100003503,M100149,2025-07-06 04:13:22,-622361.0,CASH,LOAN,"Klein, Holmes and Smith",KE-NKR,Stand few particular century data.,Nairobi HQ,dev-ldQrmH
T100003504,M100149,2025-05-06 04:39:05,109458.0,CARD,FIXED,Goodman-Pierce,KE-EDL,Idea effort color together.,Kisumu,dev-mcdhjQV
T100003505,M100149,2025-03-17 16:42:25,638820.0,AGENT,MOBILE,Crosby and Sons,KE-EDL,Shoulder network edge base even.,Nairobi HQ,dev-vPlpikF
T100003506,M100149,2025-08-23 04:55:15,255916.0,CASH,CURRENT,Singleton-Hayes,KE-MSA,New operation game assume.,Nairobi HQ,dev-xnHZxr
T100003507,M100149,2025-08-31 17:15:39,339114.0,CARD,MOBILE,Nguyen-Lewis,KE-THK,Check information near.,Eldoret,dev-AJEZMAGo
T100003508,M100149,2025-03-31 00:28:10,-305230.0,MOBILE,SAVINGS,"Weeks, Johnson and Glover",KE-NRB,Table girl whatever among.,Nairobi HQ,dev-ErjlOXKY
T100003509,M100149,2025-07-29 13:34:56,413226.0,TELLER,LOAN,Powell PLC,KE-EDL,Role Democrat street.,Kisumu,dev-AVacbYGB
T100003510,M100149,2025-09-18 19:23:03,-388538.0,TELLER,CURRENT,Campbell LLC,KE-NKR,Certain peace establish.,Nairobi HQ,dev-sGpTdzR
T100003511,M100149,2025-02-13 12:29:58,-52069.0,AGENT,MOBILE,Walker-Garcia,KE-NYR,Laugh dinner find of realize star center.,Thika,dev-EuOngg
T100003512,M100149,2025-08-08 16:57:02,251386.0,CASH,MOBILE,Weaver Ltd,KE-NKR,Suddenly born argue hope list.,Kisumu,dev-HWOeGMO
T100003513,M100149,2025-04-16 07:46:59,764951.0,AGENT,MOBILE,Haynes PLC,KE-THK,Particular remember real democratic state simple.,Nakuru,dev-qzFUwX
T100003514,M100149,2025-02-12 16:09:20,173333.0,CASH,SAVINGS,Jenkins-Bender,KE-KSM,Toward manage doctor news late bit.,Mombasa,dev-OdpwOdz
T100003515,M100150,2025-05-13 19:04:16,495230.0,CASH,CURRENT,Hall-Moore,KE-NYR,Prove here already discover.,Mombasa,dev-mndjuqk
T100003516,M100150,2025-06-10 08:17:24,450832.0,CARD,FIXED,Miller-Clark,KE-NRB,Drive close what specific score.,Nairobi HQ,dev-PBXVsfS
T100003517,M100150,2025-08-28 14:23:08,226313.0,AGENT,SAVINGS,Gillespie LLC,KE-THK,Put wonder still.,Nakuru,dev-YpBemUrJ
T100003518,M100150,2025-07-22 10:20:37,53057.0,CASH,FIXED,Robinson and Sons,KE-NYR,Might ground describe.,Nakuru,dev-eLIaWwy
T100003519,M100150,2025-04-18 00:07:14,-89984.0,AGENT,MOBILE,Mendoza-Stein,KE-NKR,Produce suddenly real.,Kisumu,dev-PQUlxSH
T100003520,M100150,2025-03-17 04:12:03,-226712.0,CASH,LOAN,Olsen-Brown,KE-MSA,Forget together make.,Nakuru,dev-VMuUiUIy
T100003521,M100150,2025-06-09 16:30:54,650776.0,TELLER,CURRENT,"Lewis, Leach and Whitaker",KE-NKR,Dinner child challenge in late least.,Nyeri,dev-UZbdIuJQ
T100003522,M100150,2025-07-11 23:09:16,-220062.0,CASH,SAVINGS,Lewis-Clarke,KE-NRB,Occur they subject discover last authority.,Kisumu,dev-jfMEqTnH
T100003523,M100150,2025-07-01 13:07:59,-31677.0,TELLER,CURRENT,Johnson PLC,KE-EDL,Challenge through least remember seem win.,Nyeri,dev-LpcARCDQ
T100003524,M100150,2025-04-11 22:45:01,265662.0,TELLER,FIXED,Shepard LLC,KE-NYR,Task tend budget measure serve set.,Eldoret,dev-yjxshW
T100003525,M100150,2025-04-20 21:11:07,405259.0,CASH,LOAN,English-Sherman,KE-KSM,Month chair practice church.,Kisumu,dev-vFfXIkQ
T100003526,M100150,2025-04-29 16:01:50,313727.0,AGENT,CURRENT,"Lopez, Montes and Lara",KE-NYR,Necessary fear deal minute throw create.,Nyeri,dev-SmYlek
T100003527,M100150,2025-04-23 16:44:10,1081071.0,CARD,CURRENT,Young-Jones,KE-EDL,Happen answer occur either development present.,Thika,dev-RMeHWLc
T100003528,M100150,2025-10-21 14:36:15,169134.0,TELLER,MOBILE,"Phillips, Carr and Huang",KE-MSA,Century set study car try family.,Thika,dev-nkwUUOXL
T100003529,M100150,2025-07-13 06:38:59,-151141.0,CASH,LOAN,King Inc,KE-MSA,Operation not mean small part.,Mombasa,dev-GPjzOcCk
T100003530,M100150,2025-10-03 21:16:05,-294260.0,CARD,FIXED,Williams-Hughes,KE-KSM,Reveal teach officer.,Eldoret,dev-AFpuOs
T100003531,M100150,2025-02-23 16:25:19,596022.0,MOBILE,SAVINGS,Smith-Green,KE-NYR,Middle drop try product.,Kisumu,dev-VSymkEym
T100003532,M100150,2025-09-27 14:15:59,141361.0,CARD,MOBILE,House Group,KE-EDL,Receive hour fear.,Mombasa,dev-PwAgUa
T100003533,M100150,2025-08-06 09:02:04,159354.0,AGENT,CURRENT,Porter and Sons,KE-EDL,Everybody result laugh keep especially.,Nairobi HQ,dev-KDfjZkZc
T100003534,M100150,2025-04-11 10:59:08,161199.0,CARD,SAVINGS,"Garner, Colon and Hutchinson",KE-NKR,Popular drug good religious.,Nakuru,dev-IKBoxob
T100003535,M100150,2025-09-18 18:09:30,-153285.0,CASH,SAVINGS,"Gillespie, Tucker and Rivera",KE-KSM,Entire Democrat listen push guy.,Nyeri,dev-IvSbrV
T100003536,M100151,2025-02-02 05:21:17,-413575.0,TELLER,SAVINGS,Price Group,KE-MSA,Nothing out billion first.,Eldoret,dev-EasYQZB
T100003537,M100151,2025-06-13 01:50:11,413221.0,TELLER,SAVINGS,Warren-Joseph,KE-NRB,Discover team benefit return among learn.,Mombasa,dev-aQKpecg
T100003538,M100151,2025-07-05 08:29:08,-230362.0,AGENT,SAVINGS,Turner-Calderon,KE-EDL,Above nor visit policy picture wind.,Nairobi HQ,dev-LgHTmGv
T100003539,M100151,2025-05-08 14:39:19,101151.0,MOBILE,CURRENT,Thomas-Campbell,KE-NYR,Realize compare perform major.,Mombasa,dev-npTvNo
T100003540,M100151,2025-04-04 06:50:50,196396.0,TELLER,SAVINGS,Ford Ltd,KE-NRB,Easy must culture.,Nyeri,dev-WEdHywc
T100003541,M100151,2025-02-22 20:40:13,455388.0,CASH,MOBILE,Mccann LLC,KE-MSA,According but mention significant.,Nairobi HQ,dev-CPSqRMBk
T100003542,M100151,2025-07-17 16:29:19,-241765.0,MOBILE,FIXED,"Evans, Francis and Cobb",KE-THK,On standard success talk.,Eldoret,dev-xctMExE
T100003543,M100151,2025-08-20 09:42:38,230700.0,CARD,CURRENT,Weaver-Richards,KE-NKR,Social finally whose hour build either.,Thika,dev-oiZwJgg
T100003544,M100151,2025-06-13 05:49:59,445623.0,TELLER,SAVINGS,Rodriguez-Miller,KE-NRB,Side design staff financial effort hospital.,Kisumu,dev-xmEihlo
T100003545,M100151,2025-10-18 04:40:38,509030.0,CARD,FIXED,"Parker, Taylor and Ruiz",KE-NKR,Ask rich lay.,Nyeri,dev-UcbKsu
T100003546,M100151,2025-02-01 11:00:27,-710348.0,TELLER,FIXED,Calhoun Inc,KE-EDL,Trade special what cover effort article.,Nairobi HQ,dev-llxiLbd
T100003547,M100151,2025-06-07 19:30:39,182222.0,TELLER,MOBILE,"Weiss, Becker and Smith",KE-MSA,Then mother least production candidate strong.,Nairobi HQ,dev-JtRHiLwB
T100003548,M100151,2025-04-25 05:34:53,-145423.0,MOBILE,CURRENT,Ward and Sons,KE-EDL,Family charge reality each.,Nakuru,dev-nWDWUv
T100003549,M100151,2025-04-12 13:20:46,311836.0,CARD,LOAN,Ward PLC,KE-EDL,Here property power.,Thika,dev-RldPuZaz
T100003550,M100151,2025-04-04 16:06:50,-246647.0,AGENT,CURRENT,Ward Inc,KE-THK,Crime team couple along herself.,Thika,dev-FNNiDafM
T100003551,M100151,2025-06-03 13:37:30,74072.0,AGENT,SAVINGS,"Barry, Schwartz and Curry",KE-KSM,Accept entire movie some serve.,Eldoret,dev-lIQLvN
T100003552,M100151,2025-06-25 00:00:40,357644.0,AGENT,FIXED,Todd-Carson,KE-EDL,Woman front institution.,Nakuru,dev-nNcBEQ
T100003553,M100151,2025-03-26 03:13:37,72801.0,MOBILE,FIXED,Cooper and Sons,KE-EDL,Ever note film reveal.,Nairobi HQ,dev-PiOdpZ
T100003554,M100151,2025-05-23 23:35:57,138825.0,MOBILE,CURRENT,Anderson and Sons,KE-NKR,Good safe any.,Nakuru,dev-quqPSXlm
T100003555,M100151,2025-08-23 05:13:50,60587.0,CARD,MOBILE,Thomas Group,KE-EDL,Drop cover arrive stand best any.,Nyeri,dev-YKXKxEz
T100003556,M100152,2025-03-11 12:22:38,362883.0,AGENT,CURRENT,Powell Inc,KE-THK,Forward control begin on truth seek.,Nakuru,dev-LHMuVgnF
T100003557,M100152,2025-05-12 12:04:53,248091.0,TELLER,CURRENT,Gates-Meyer,KE-THK,Region improve tonight prove believe live.,Kisumu,dev-gmjGjpAB
T100003558,M100152,2025-05-10 08:09:58,-113350.0,CASH,CURRENT,Anderson Ltd,KE-KSM,Argue relationship continue majority religious.,Nyeri,dev-rcnbIVP
T100003559,M100152,2025-06-26 15:28:42,403981.0,CARD,LOAN,Moore-Murillo,KE-KSM,Size movie show pattern.,Nakuru,dev-qxEYDkb
T100003560,M100152,2025-02-06 06:49:57,-98043.0,TELLER,MOBILE,Kramer and Sons,KE-THK,Rate visit tend their eight.,Nyeri,dev-zAxTbob
T100003561,M100152,2025-02-10 03:20:08,1592216.0,AGENT,SAVINGS,Baker-Hansen,KE-MSA,Believe would accept program rock.,Nyeri,dev-olphxhS
T100003562,M100152,2025-09-08 02:57:59,56544.0,TELLER,FIXED,"Brown, Johnson and Ellison",KE-EDL,Play couple affect begin require build none.,Nakuru,dev-fNnKOA
T100003563,M100152,2025-05-06 21:08:16,543293.0,CARD,MOBILE,Ellis and Sons,KE-NRB,Big far property hope our study.,Mombasa,dev-EQsOBXtW
T100003564,M100152,2025-05-22 19:04:05,120715.0,TELLER,SAVINGS,Walters LLC,KE-MSA,However look maintain imagine.,Nyeri,dev-jGqfZskh
T100003565,M100152,2025-02-07 05:10:14,-112639.0,MOBILE,LOAN,Holder-Hamilton,KE-THK,Its age box task.,Eldoret,dev-vEiwReC
T100003566,M100152,2025-05-16 16:41:29,-105797.0,CASH,LOAN,Hill and Sons,KE-NKR,Positive notice another.,Nakuru,dev-zLfgKwT
T100003567,M100152,2025-03-11 11:04:32,555361.0,TELLER,SAVINGS,Gordon-Norman,KE-MSA,We recent beautiful.,Kisumu,dev-GTUIpy
T100003568,M100152,2025-10-21 15:41:47,77929.0,CASH,LOAN,"Simmons, Ortega and Medina",KE-NKR,Career site difference.,Mombasa,dev-tXDlSd
T100003569,M100152,2025-03-22 09:47:30,829141.0,CASH,LOAN,"Brown, Walters and Yates",KE-NRB,President less law structure boy.,Nairobi HQ,dev-xGAACcmJ
T100003570,M100152,2025-02-27 00:24:26,-253091.0,CASH,CURRENT,Brady-Garcia,KE-NKR,Since put special miss organization medical.,Mombasa,dev-xMUpNR
T100003571,M100152,2025-06-01 04:30:09,196424.0,MOBILE,LOAN,Bates Group,KE-MSA,Subject themselves possible night together heart.,Nakuru,dev-SKNhTVaF
T100003572,M100152,2025-08-28 22:05:39,107868.0,TELLER,CURRENT,"Hardin, Roach and Mendoza",KE-KSM,Something inside catch weight brother.,Nyeri,dev-lXXgCqP
T100003573,M100152,2025-05-23 18:10:58,-480742.0,MOBILE,MOBILE,Yoder Group,KE-EDL,Recent forget never serve expert so.,Mombasa,dev-SoFsLcuw
T100003574,M100152,2025-03-13 20:29:29,666741.0,TELLER,FIXED,Mcdonald-Bailey,KE-THK,Some certainly herself.,Eldoret,dev-wliSBGZ
T100003575,M100152,2025-08-04 18:29:39,291171.0,MOBILE,CURRENT,"Andrews, Bennett and Jenkins",KE-NKR,Size professional card.,Eldoret,dev-ryCEnWT
T100003576,M100153,2025-05-25 09:32:04,-375773.0,CASH,SAVINGS,Boone-Houston,KE-NYR,Around production evidence.,Nakuru,dev-jSKqBsn
T100003577,M100153,2025-04-05 01:33:05,-134212.0,MOBILE,FIXED,Evans-Miller,KE-MSA,Simple base actually provide else fish.,Mombasa,dev-FyFPZrK
T100003578,M100153,2025-06-26 14:17:59,-534386.0,MOBILE,FIXED,"Hamilton, Taylor and Washington",KE-NKR,Many leg standard product.,Mombasa,dev-oxFOsqX
T100003579,M100153,2025-07-20 13:13:14,99584.0,TELLER,FIXED,Williams LLC,KE-THK,City make little maintain force reach.,Nakuru,dev-QApmFZKk
T100003580,M100153,2025-07-16 10:58:44,-31368.0,CARD,MOBILE,Green Inc,KE-MSA,Mouth line cut movement.,Eldoret,dev-RNMXSvXe
T100003581,M100153,2025-05-05 21:24:28,191287.0,TELLER,MOBILE,Golden Group,KE-NRB,Turn image now save decide pull.,Nairobi HQ,dev-hsrvsw
T100003582,M100153,2025-06-12 21:41:27,176720.0,AGENT,MOBILE,Bowman-Malone,KE-KSM,Whatever PM responsibility evening.,Nakuru,dev-ZRGiRUzu
T100003583,M100153,2025-06-07 20:49:42,-74279.0,CARD,CURRENT,Collier-Moody,KE-KSM,Ago support president important contain accept.,Kisumu,dev-vndwDBz
T100003584,M100153,2025-04-14 16:18:55,103156.0,CASH,FIXED,"Castaneda, Boyer and Williams",KE-KSM,Leave sign either.,Nairobi HQ,dev-nRFgZq
T100003585,M100153,2025-05-18 05:45:03,-106996.0,CASH,SAVINGS,Galloway Inc,KE-MSA,Lot blood shake decade home.,Eldoret,dev-arfsnwIP
T100003586,M100153,2025-06-19 17:21:56,126754.0,TELLER,LOAN,Davis-Foley,KE-THK,Poor suggest hospital.,Nyeri,dev-kUoEYhrN
T100003587,M100153,2025-02-26 08:36:22,-1233612.0,CARD,FIXED,"Myers, Jimenez and Christian",KE-NYR,Either result continue.,Nairobi HQ,dev-PfeoZiyM
T100003588,M100153,2025-04-18 12:35:58,-658739.0,AGENT,LOAN,Black-Johnson,KE-MSA,And foot reality discussion for.,Thika,dev-xDFZHo
T100003589,M100153,2025-04-11 11:02:28,764311.0,AGENT,FIXED,Richardson LLC,KE-NKR,Collection summer seat world painting player.,Nairobi HQ,dev-dfdujcx
T100003590,M100153,2025-03-07 02:42:48,146471.0,TELLER,MOBILE,Brooks and Sons,KE-NYR,Concern drug easy data sure parent.,Nyeri,dev-GaaAqNBc
T100003591,M100153,2025-02-21 15:16:10,-423774.0,AGENT,CURRENT,"Nichols, Floyd and Smith",KE-EDL,Mean task quickly nearly eight piece.,Kisumu,dev-yeyhNcLu
T100003592,M100153,2025-04-18 19:53:48,644787.0,TELLER,SAVINGS,Wheeler Group,KE-MSA,Ground pay detail social single evening.,Eldoret,dev-iFAhku
T100003593,M100153,2025-03-07 05:25:04,469691.0,AGENT,MOBILE,Adams-Warren,KE-NKR,Quickly almost friend occur card occur family.,Nyeri,dev-xFZUUtG
T100003594,M100153,2025-07-09 10:48:26,-732909.0,AGENT,FIXED,Cross-Wise,KE-NKR,Should news door.,Nairobi HQ,dev-HMAdmfQ
T100003595,M100153,2025-02-09 17:49:24,-161762.0,CARD,LOAN,"Mueller, Reed and Brady",KE-NRB,Scientist indeed yourself hundred enough.,Thika,dev-HqcoTJh
T100003596,M100153,2025-03-19 05:19:10,442882.0,MOBILE,SAVINGS,Daniel Group,KE-NKR,Owner room event marriage continue.,Nairobi HQ,dev-bjviWAgp
T100003597,M100153,2025-03-19 21:27:37,-186227.0,CARD,SAVINGS,Hernandez-Ortiz,KE-MSA,Happy may win foot keep.,Kisumu,dev-iASrxSGq
T100003598,M100153,2025-09-04 20:03:57,-124121.0,AGENT,CURRENT,Bryant PLC,KE-THK,Not coach heavy.,Nairobi HQ,dev-AAQGSohI
T100003599,M100154,2025-07-28 06:33:34,1131742.0,CASH,CURRENT,Allen PLC,KE-NRB,Rule agree data participant performance.,Thika,dev-VUlwQFfV
T100003600,M100154,2025-03-13 18:50:33,-383249.0,MOBILE,LOAN,"Owen, Nicholson and Smith",KE-NKR,Employee box even into.,Eldoret,dev-sdlytSby
T100003601,M100154,2025-09-06 22:30:30,411376.0,CARD,FIXED,Carlson PLC,KE-KSM,Mission task dog.,Kisumu,dev-GQsNyI
T100003602,M100154,2025-04-19 13:36:28,-89943.0,CARD,LOAN,"Brown, Fisher and Turner",KE-KSM,Challenge personal be person.,Nairobi HQ,dev-RGrzFIn
T100003603,M100154,2025-04-05 00:31:17,119462.0,CASH,CURRENT,"Graham, Young and Frederick",KE-MSA,Create international its.,Nairobi HQ,dev-AMlLaNuj
T100003604,M100154,2025-09-13 22:17:29,-73646.0,CARD,FIXED,Mclaughlin-Roth,KE-EDL,Value note fact.,Eldoret,dev-kgSNkSlL
T100003605,M100154,2025-02-24 12:04:14,247326.0,CARD,CURRENT,Rodriguez Ltd,KE-MSA,Open office matter.,Thika,dev-JuCUgAK
T100003606,M100154,2025-10-06 18:43:58,-83353.0,MOBILE,SAVINGS,Davis Inc,KE-NRB,Wide total fish a.,Nyeri,dev-qrfNJsnh
T100003607,M100154,2025-07-03 15:05:59,58609.0,CARD,LOAN,Simpson Inc,KE-NKR,Deal mean employee about.,Nyeri,dev-VmDmQz
T100003608,M100154,2025-03-25 05:03:39,115538.0,AGENT,CURRENT,Campbell Ltd,KE-MSA,Fish truth skill course card child.,Mombasa,dev-FunOwQw
T100003609,M100154,2025-03-13 23:14:03,757842.0,CASH,LOAN,Patel Group,KE-KSM,Major result reflect almost because join.,Nairobi HQ,dev-swcArp
T100003610,M100154,2025-02-28 23:15:07,196173.0,CASH,CURRENT,Arnold PLC,KE-THK,Second wife card various.,Thika,dev-BuzRherQ
T100003611,M100154,2025-04-02 08:54:46,174829.0,CARD,CURRENT,Bell-Stein,KE-THK,overnight activity,Nakuru,dev-BIJgERzo
T100003612,M100154,2025-09-02 01:51:57,262090.0,AGENT,LOAN,"White, Lloyd and Cortez",KE-EDL,Modern police impact rule here fire.,Thika,dev-dbJfMQO
T100003613,M100154,2025-07-26 14:43:14,562793.0,AGENT,MOBILE,Berger and Sons,KE-MSA,Week push about huge write.,Thika,dev-eRRKpzBx
T100003614,M100154,2025-07-06 18:51:28,125667.0,TELLER,SAVINGS,Castro-Brown,KE-EDL,Travel draw other figure trade.,Kisumu,dev-JXPahE
T100003615,M100154,2025-07-08 03:01:26,181822.0,AGENT,FIXED,"Delacruz, Blackwell and Hoffman",KE-NRB,Mind laugh which pull such over.,Nakuru,dev-TiksYLWr
T100003616,M100154,2025-07-25 20:14:00,24622.0,CASH,SAVINGS,Garcia-Moody,KE-NYR,Later partner eight management.,Thika,dev-sIfpZkE
T100003617,M100154,2025-07-13 01:05:41,-878173.0,CARD,LOAN,"Atkinson, Walker and Mitchell",KE-MSA,Space hundred involve religious.,Nyeri,dev-vqGxLkfU
T100003618,M100154,2025-03-07 17:34:48,180219.0,MOBILE,FIXED,Hernandez Inc,KE-NYR,Easy computer rest small rate tell.,Thika,dev-DdJHPt
T100003619,M100154,2025-02-21 09:29:58,142166.0,TELLER,FIXED,"Glass, Davis and Rowland",KE-KSM,Him range eye card care central.,Nakuru,dev-FYJMEMpN
T100003620,M100154,2025-06-12 23:56:10,-346429.0,AGENT,MOBILE,King-Wilson,KE-THK,Question they surface far collection reality.,Nakuru,dev-OOUZor
T100003621,M100154,2025-05-12 00:29:48,-105537.0,CARD,FIXED,Daniels-Chase,KE-MSA,List join site.,Nyeri,dev-gTbsPdE
T100003622,M100155,2025-06-12 16:17:33,258677.0,AGENT,FIXED,"Wilson, Hurst and Fernandez",KE-NRB,My majority worker any law.,Nyeri,dev-NYpNzsnp
T100003623,M100155,2025-09-11 12:27:27,-176803.0,CASH,MOBILE,"Vazquez, Brown and Porter",KE-THK,Past show yard.,Kisumu,dev-UndFEQ
T100003624,M100155,2025-02-21 01:45:02,275815.0,AGENT,LOAN,"Perry, Porter and Lopez",KE-NRB,Few article condition painting.,Thika,dev-RtnKCfQ
T100003625,M100155,2025-03-18 15:36:23,-411018.0,CASH,FIXED,"Harper, Thomas and Martin",KE-MSA,Simple whether after look property.,Kisumu,dev-jJGdut
T100003626,M100155,2025-05-26 20:15:17,-51159.0,TELLER,FIXED,Stout-Stone,KE-NYR,Produce product camera you soon dog.,Eldoret,dev-lERduPD
T100003627,M100155,2025-07-12 08:47:15,192398.0,MOBILE,MOBILE,Moore-Brewer,KE-NYR,Discover model natural girl floor.,Mombasa,dev-OCPTqIo
T100003628,M100155,2025-02-28 07:23:09,143802.0,AGENT,MOBILE,Cox and Sons,KE-NRB,Pressure same affect.,Kisumu,dev-zrCBYzoQ
T100003629,M100155,2025-10-02 13:44:05,-667904.0,AGENT,CURRENT,"Robinson, Quinn and Harris",KE-NKR,With into toward.,Thika,dev-pajxwcpF
T100003630,M100155,2025-02-04 07:02:21,408974.0,TELLER,FIXED,"Levy, Brown and Roberts",KE-EDL,Carry sister left thing fear.,Nairobi HQ,dev-RqnTDu
T100003631,M100155,2025-04-01 19:05:37,70606.0,AGENT,SAVINGS,Joseph PLC,KE-NKR,Source and culture relate where fast.,Nyeri,dev-TdaLId
T100003632,M100155,2025-04-23 00:24:20,118541.0,CASH,FIXED,Nunez Inc,KE-THK,Soon smile fast heavy.,Nakuru,dev-IytGwU
T100003633,M100155,2025-04-15 17:26:10,42444.0,MOBILE,LOAN,"Clark, Glenn and Lee",KE-EDL,Agreement PM executive.,Kisumu,dev-PrpTfH
T100003634,M100155,2025-05-02 16:36:21,165466.0,TELLER,LOAN,"Roberts, Hughes and Underwood",KE-KSM,Instead in whole.,Mombasa,dev-fOjUyzD
T100003635,M100155,2025-02-06 09:29:06,162017.0,AGENT,SAVINGS,"Schneider, Hall and Thornton",KE-EDL,Glass dream anything fire hour.,Thika,dev-hZkprm
T100003636,M100155,2025-04-09 12:14:30,44145.0,MOBILE,LOAN,Meyer-Rice,KE-THK,Face join my already next.,Nairobi HQ,dev-hMBATIg
T100003637,M100155,2025-09-21 13:30:20,71289.0,MOBILE,FIXED,"Brown, Roberts and Ramirez",KE-KSM,Affect speech out.,Kisumu,dev-pmSKfVW
T100003638,M100155,2025-04-19 22:44:27,79640.0,MOBILE,FIXED,Atkinson PLC,KE-NYR,Cold drug western.,Nakuru,dev-AfumVh
T100003639,M100155,2025-05-25 18:07:16,83640.0,CASH,LOAN,Russell-Davis,KE-MSA,Speech design medical resource their.,Nairobi HQ,dev-iFaqxVBT
T100003640,M100155,2025-09-26 13:39:51,268579.0,AGENT,LOAN,"Peterson, Ross and Baker",KE-EDL,Behavior street cold.,Eldoret,dev-GdSwzsQ
T100003641,M100155,2025-07-12 08:57:40,54263.0,AGENT,FIXED,Baxter PLC,KE-NRB,Hot development trip.,Eldoret,dev-kNzUqZbm
T100003642,M100155,2025-10-04 20:04:12,129568.0,AGENT,LOAN,Wyatt Inc,KE-KSM,Sort school arm write.,Kisumu,dev-OEzXMI
T100003643,M100155,2025-08-06 21:05:20,666119.0,CASH,MOBILE,Collins Group,KE-KSM,Popular line reason picture indicate.,Eldoret,dev-EbkjLEr
T100003644,M100155,2025-02-10 08:00:53,136193.0,MOBILE,CURRENT,"Carroll, Hughes and Garcia",KE-NKR,Our reach boy.,Nakuru,dev-wNijhVyp
T100003645,M100155,2025-06-01 21:08:27,64416.0,CARD,CURRENT,"Evans, Dickerson and Blake",KE-THK,Follow research recognize near.,Thika,dev-rROsCUv
T100003646,M100155,2025-03-09 01:35:41,74327.0,TELLER,SAVINGS,Hampton PLC,KE-NRB,Report become body kitchen.,Thika,dev-qlmkFyGR
T100003647,M100156,2025-02-26 18:33:09,-581467.0,MOBILE,SAVINGS,Bailey and Sons,KE-NRB,Way feeling experience.,Nairobi HQ,dev-BqcKmij
